com.samsung.shealth.social.leaderboard,6200039,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2021-12-12 03:08:43.455,2021-07-13 23:29:31.134,64,cce3a964-8a3b-4420-9fc1-ea992d09bb50.body.json,101,MvwKid7qVC,com.sec.android.app.shealth,1639278523178,cce3a964-8a3b-4420-9fc1-ea992d09bb50,
2021-12-12 03:08:43.553,2021-07-13 23:29:31.185,1,aa15725d-01a3-4678-93d5-e45587a68e65.body.json,200,MvwKid7qVC,com.sec.android.app.shealth,1639278523192,aa15725d-01a3-4678-93d5-e45587a68e65,
2021-12-12 03:08:43.275,2021-07-13 23:29:31.073,59,f6338bf5-55f2-42c1-8232-3718426eaae8.body.json,102,MvwKid7qVC,com.sec.android.app.shealth,1639278523174,f6338bf5-55f2-42c1-8232-3718426eaae8,
